BlockIdx,ThreadIdx,FunctionName,Calls,TotalTime(cycles)
0,0,bn_mul,357502,245001362
0,0,bn_mul_from_div,28814565,15630953811
0,0,bn_add,1582,3720919
0,0,bn_sub,357160,287615358
0,0,bn_sub_from_div,443301,294858000
0,0,bn_div,182854,25412345634
0,0,main,1,26670220272
